TYPEID,GROUPID,TYPENAME,MASS,VOLUME,CAPACITY,PORTIONSIZE,RACEID,BASEPRICE,PUBLISHED,MARKETGROUPID,CHANCEOFDUPLICATING
15018,328,Tairei's Modified Armor EM Hardener,1,5,0,1,,200000,1,1681,0.07
15020,328,Selynne's Modified Armor EM Hardener,1,5,0,1,,200000,1,1681,0.07
15022,328,Raysere's Modified Armor EM Hardener,1,5,0,1,,200000,1,1681,0.07
15024,328,Vizan's Modified Armor EM Hardener,1,5,0,1,,200000,1,1681,0.07
15026,328,Ahremen's Modified Armor EM Hardener,1,5,0,1,,200000,1,1681,0.07
15028,328,Chelm's Modified Armor EM Hardener,1,5,0,1,,200000,1,1681,0.07
15030,328,Draclira's Modified Armor EM Hardener,1,5,0,1,,200000,1,1681,0.07
15032,328,Brokara's Modified Armor Thermic Hardener,1,5,0,1,,250000,1,1678,0.07
15034,328,Tairei's Modified Armor Thermic Hardener,1,5,0,1,,250000,1,1678,0.07
15036,328,Selynne's Modified Armor Thermic Hardener,1,5,0,1,,250000,1,1678,0.07
15038,328,Raysere's Modified Armor Thermic Hardener,1,5,0,1,,250000,1,1678,0.07
15040,328,Vizan's Modified Armor Thermic Hardener,1,5,0,1,,250000,1,1678,0.07
15042,328,Ahremen's Modified Armor Thermic Hardener,1,5,0,1,,250000,1,1678,0.07
15044,328,Chelm's Modified Armor Thermic Hardener,1,5,0,1,,250000,1,1678,0.07
15046,328,Draclira's Modified Armor Thermic Hardener,1,5,0,1,,250000,1,1678,0.07
15048,328,Brokara's Modified Armor Kinetic Hardener,1,5,0,1,,300000,1,1679,0.07
15050,328,Tairei's Modified Armor Kinetic Hardener,1,5,0,1,,300000,1,1679,0.07
15052,328,Selynne's Modified Armor Kinetic Hardener,1,5,0,1,,300000,1,1679,0.07
15054,328,Raysere's Modified Armor Kinetic Hardener,1,5,0,1,,300000,1,1679,0.07
15056,328,Vizan's Modified Armor Kinetic Hardener,1,5,0,1,,300000,1,1679,0.07
15058,328,Ahremen's Modified Armor Kinetic Hardener,1,5,0,1,,300000,1,1679,0.07
15060,328,Chelm's Modified Armor Kinetic Hardener,1,5,0,1,,300000,1,1679,0.07
15062,328,Draclira's Modified Armor Kinetic Hardener,1,5,0,1,,300000,1,1679,0.07
15064,328,Brokara's Modified Armor Explosive Hardener,1,5,0,1,,350000,1,1680,0.07
15066,328,Tairei's Modified Armor Explosive Hardener,1,5,0,1,,350000,1,1680,0.07
15068,328,Selynne's Modified Armor Explosive Hardener,1,5,0,1,,350000,1,1680,0.07
15070,328,Raysere's Modified Armor Explosive Hardener,1,5,0,1,,350000,1,1680,0.07
15072,328,Vizan's Modified Armor Explosive Hardener,1,5,0,1,,350000,1,1680,0.07
15074,328,Ahremen's Modified Armor Explosive Hardener,1,5,0,1,,350000,1,1680,0.07
15076,328,Chelm's Modified Armor Explosive Hardener,1,5,0,1,,350000,1,1680,0.07
15078,328,Draclira's Modified Armor Explosive Hardener,1,5,0,1,,350000,1,1680,0.07
15080,767,Brokara's Modified Capacitor Power Relay,20,5,0,1,,9744,1,667,0.06
15082,767,Tairei's Modified Capacitor Power Relay,20,5,0,1,,9744,1,667,0.06
15084,767,Selynne's Modified Capacitor Power Relay,20,5,0,1,,9744,1,667,0.06
15086,767,Raysere's Modified Capacitor Power Relay,20,5,0,1,,9744,1,667,0.06
15088,767,Vizan's Modified Capacitor Power Relay,20,5,0,1,,9744,1,667,0.06
15090,767,Ahremen's Modified Capacitor Power Relay,20,5,0,1,,9744,1,667,0.06
15092,767,Chelm's Modified Capacitor Power Relay,20,5,0,1,,9744,1,667,0.06
15094,767,Draclira's Modified Capacitor Power Relay,20,5,0,1,,9744,1,667,0.06
15096,766,Brokara's Modified Power Diagnostic System,20,5,0,1,,9920,1,658,0.06
15098,766,Tairei's Modified Power Diagnostic System,20,5,0,1,,9920,1,658,0.06
15100,766,Selynne's Modified Power Diagnostic System,20,5,0,1,,9920,1,658,0.06
15102,766,Raysere's Modified Power Diagnostic System,20,5,0,1,,9920,1,658,0.06
15104,766,Vizan's Modified Power Diagnostic System,20,5,0,1,,9920,1,658,0.06
15106,766,Ahremen's Modified Power Diagnostic System,20,5,0,1,,9920,1,658,0.06
15108,766,Chelm's Modified Power Diagnostic System,20,5,0,1,,9920,1,658,0.06
15110,766,Draclira's Modified Power Diagnostic System,20,5,0,1,,9920,1,658,0.06
15112,769,Brokara's Modified Reactor Control Unit,20,5,0,1,,9920,1,659,0.06
15114,769,Tairei's Modified Reactor Control Unit,20,5,0,1,,9920,1,659,0.06
15116,769,Selynne's Modified Reactor Control Unit,20,5,0,1,,9920,1,659,0.06
15118,769,Raysere's Modified Reactor Control Unit,20,5,0,1,,9920,1,659,0.06
15120,769,Vizan's Modified Reactor Control Unit,20,5,0,1,,9920,1,659,0.06
15122,769,Ahremen's Modified Reactor Control Unit,20,5,0,1,,9920,1,659,0.06
15124,769,Chelm's Modified Reactor Control Unit,20,5,0,1,,9920,1,659,0.06
15126,769,Draclira's Modified Reactor Control Unit,20,5,0,1,,9920,1,659,0.06
15128,76,Brokara's Modified Heavy Capacitor Booster,0,20,128,1,,70258,1,701,0.07
15130,76,Tairei's Modified Heavy Capacitor Booster,0,20,128,1,,70258,1,701,0.07
15132,76,Selynne's Modified Heavy Capacitor Booster,0,20,128,1,,70258,1,701,0.07
15134,76,Raysere's Modified Heavy Capacitor Booster,0,20,128,1,,70258,1,701,0.07
15136,76,Vizan's Modified Heavy Capacitor Booster,0,20,128,1,,70258,1,701,0.07
15138,76,Ahremen's Modified Heavy Capacitor Booster,0,20,128,1,,70258,1,701,0.07
15140,76,Chelm's Modified Heavy Capacitor Booster,0,20,128,1,,70258,1,701,0.07
15142,76,Draclira's Modified Heavy Capacitor Booster,0,20,128,1,,70258,1,701,0.07
15144,302,Brynn's Modified Magnetic Field Stabilizer,0,5,0,1,,24994,1,648,0.07
15146,302,Tuvan's Modified Magnetic Field Stabilizer,0,5,0,1,,24994,1,648,0.07
15148,302,Setele's Modified Magnetic Field Stabilizer,0,5,0,1,,24994,1,648,0.07
15150,302,Cormack's Modified Magnetic Field Stabilizer,0,5,0,1,,24994,1,648,0.07
15152,72,Brynn's Modified Large Plasma Smartbomb,100,50,0,1,,312496,1,381,0.07
15154,72,Tuvan's Modified Large Plasma Smartbomb,100,50,0,1,,312496,1,381,0.07
15156,72,Setele's Modified Large Plasma Smartbomb,100,50,0,1,,312496,1,381,0.07
15158,72,Cormack's Modified Large Plasma Smartbomb,100,50,0,1,,312496,1,381,0.07
15160,62,Brynn's Modified Large Armor Repairer,500,50,0,1,4,39996,1,1051,0.07
15161,62,Tuvan's Modified Large Armor Repairer,500,50,0,1,4,39996,1,1051,0.07
15162,62,Setele's Modified Large Armor Repairer,500,50,0,1,4,39996,1,1051,0.07
15163,62,Cormack's Modified Large Armor Repairer,500,50,0,1,4,39996,1,1051,0.07
15164,98,Brynn's Modified Adaptive Nano Plating,1,5,0,1,,7468,1,1670,0.07
15166,98,Tuvan's Modified Adaptive Nano Plating,1,5,0,1,,7468,1,1670,0.07
15168,98,Setele's Modified Adaptive Nano Plating,1,5,0,1,,7468,1,1670,0.07
15170,98,Cormack's Modified Adaptive Nano Plating,1,5,0,1,,7468,1,1670,0.07
15172,98,Brynn's Modified Thermic Plating,1,5,0,1,,4974,1,1665,0.07
15174,98,Tuvan's Modified Thermic Plating,1,5,0,1,,4974,1,1665,0.07
15176,98,Setele's Modified Thermic Plating,1,5,0,1,,4974,1,1665,0.07
15178,98,Cormack's Modified Thermic Plating,1,5,0,1,,4974,1,1665,0.07
15180,98,Brynn's Modified EM Plating,1,5,0,1,,4974,1,1668,0.07
15182,98,Tuvan's Modified EM Plating,1,5,0,1,,4974,1,1668,0.07
15184,98,Setele's Modified EM Plating,1,5,0,1,,4974,1,1668,0.07
15186,98,Cormack's Modified EM Plating,1,5,0,1,,4974,1,1668,0.07
15188,98,Brynn's Modified Explosive Plating,1,5,0,1,,4974,1,1667,0.07
15190,98,Tuvan's Modified Explosive Plating,1,5,0,1,,4974,1,1667,0.07
15192,98,Setele's Modified Explosive Plating,1,5,0,1,,4974,1,1667,0.07
15194,98,Cormack's Modified Explosive Plating,1,5,0,1,,4974,1,1667,0.07
15196,98,Brynn's Modified Kinetic Plating,1,5,0,1,,4974,1,1666,0.07
15198,98,Tuvan's Modified Kinetic Plating,1,5,0,1,,4974,1,1666,0.07
15200,98,Setele's Modified Kinetic Plating,1,5,0,1,,4974,1,1666,0.07
15202,98,Cormack's Modified Kinetic Plating,1,5,0,1,,4974,1,1666,0.07
15204,326,Brynn's Modified Energized Adaptive Nano Membrane,1,5,0,1,,100000,1,1686,0.07
15206,326,Tuvan's Modified Energized Adaptive Nano Membrane,1,5,0,1,,100000,1,1686,0.07
15208,326,Setele's Modified Energized Adaptive Nano Membrane,1,5,0,1,,100000,1,1686,0.07
15210,326,Cormack's Modified Energized Adaptive Nano Membrane,1,5,0,1,,100000,1,1686,0.07
15212,326,Brynn's Modified Energized Thermic Membrane,1,5,0,1,,75000,1,1683,0.07
15214,326,Tuvan's Modified Energized Thermic Membrane,1,5,0,1,,75000,1,1683,0.07
15216,326,Setele's Modified Energized Thermic Membrane,1,5,0,1,,75000,1,1683,0.07
15218,326,Cormack's Modified Energized Thermic Membrane,1,5,0,1,,75000,1,1683,0.07
15220,326,Brynn's Modified Energized EM Membrane,1,5,0,1,,75000,1,1684,0.07
15222,326,Tuvan's Modified Energized EM Membrane,1,5,0,1,,75000,1,1684,0.07
15224,326,Setele's Modified Energized EM Membrane,1,5,0,1,,75000,1,1684,0.07
15226,326,Cormack's Modified Energized EM Membrane,1,5,0,1,,75000,1,1684,0.07
15228,326,Brynn's Modified Energized Explosive Membrane,1,5,0,1,,75000,1,1682,0.07
15230,326,Tuvan's Modified Energized Explosive Membrane,1,5,0,1,,75000,1,1682,0.07
15232,326,Setele's Modified Energized Explosive Membrane,1,5,0,1,,75000,1,1682,0.07
15234,326,Cormack's Modified Energized Explosive Membrane,1,5,0,1,,75000,1,1682,0.07
15236,326,Brynn's Modified Energized Kinetic Membrane,1,5,0,1,,75000,1,1685,0.07
15238,326,Tuvan's Modified Energized Kinetic Membrane,1,5,0,1,,75000,1,1685,0.07
15240,326,Setele's Modified Energized Kinetic Membrane,1,5,0,1,,75000,1,1685,0.07
15242,326,Cormack's Modified Energized Kinetic Membrane,1,5,0,1,,75000,1,1685,0.07
15244,328,Brynn's Modified Armor EM Hardener,1,5,0,1,,200000,1,1681,0.07
15246,328,Tuvan's Modified Armor EM Hardener,1,5,0,1,,200000,1,1681,0.07
15248,328,Setele's Modified Armor EM Hardener,1,5,0,1,,200000,1,1681,0.07
15250,328,Cormack's Modified Armor EM Hardener,1,5,0,1,,200000,1,1681,0.07
15252,328,Brynn's Modified Armor Thermic Hardener,1,5,0,1,,250000,1,1678,0.07
15254,328,Tuvan's Modified Armor Thermic Hardener,1,5,0,1,,250000,1,1678,0.07
15256,328,Setele's Modified Armor Thermic Hardener,1,5,0,1,,250000,1,1678,0.07
15258,328,Cormack's Modified Armor Thermic Hardener,1,5,0,1,,250000,1,1678,0.07
15260,328,Brynn's Modified Armor Kinetic Hardener,1,5,0,1,,300000,1,1679,0.07
15262,328,Tuvan's Modified Armor Kinetic Hardener,1,5,0,1,,300000,1,1679,0.07
15264,328,Setele's Modified Armor Kinetic Hardener,1,5,0,1,,300000,1,1679,0.07
15266,328,Cormack's Modified Armor Kinetic Hardener,1,5,0,1,,300000,1,1679,0.07
15268,328,Brynn's Modified Armor Explosive Hardener,1,5,0,1,,350000,1,1680,0.07
15270,328,Tuvan's Modified Armor Explosive Hardener,1,5,0,1,,350000,1,1680,0.07
15272,328,Setele's Modified Armor Explosive Hardener,1,5,0,1,,350000,1,1680,0.07
15274,328,Cormack's Modified Armor Explosive Hardener,1,5,0,1,,350000,1,1680,0.07
15276,212,Brynn's Modified Sensor Booster,0,5,1,1,,9870,1,671,0.07
15278,212,Tuvan's Modified Sensor Booster,0,5,1,1,,9870,1,671,0.07
15280,212,Setele's Modified Sensor Booster,0,5,1,1,,9870,1,671,0.07
15282,212,Cormack's Modified Sensor Booster,0,5,1,1,,9870,1,671,0.07
15284,213,Brynn's Modified Tracking Computer,0,5,1,1,,9900,1,706,0.07
15286,213,Tuvan's Modified Tracking Computer,0,5,1,1,,9900,1,706,0.07
15288,213,Setele's Modified Tracking Computer,0,5,1,1,,9900,1,706,0.07
15290,213,Cormack's Modified Tracking Computer,0,5,1,1,,9900,1,706,0.07
15292,766,Brynn's Modified Power Diagnostic System,20,5,0,1,,9920,1,658,0.06
15294,766,Tuvan's Modified Power Diagnostic System,20,5,0,1,,9920,1,658,0.06
15296,766,Setele's Modified Power Diagnostic System,20,5,0,1,,9920,1,658,0.06
15298,766,Cormack's Modified Power Diagnostic System,20,5,0,1,,9920,1,658,0.06
15300,769,Brynn's Modified Reactor Control Unit,20,5,0,1,,9920,1,659,0.06
15302,769,Tuvan's Modified Reactor Control Unit,20,5,0,1,,9920,1,659,0.06
15304,769,Setele's Modified Reactor Control Unit,20,5,0,1,,9920,1,659,0.06
15306,769,Cormack's Modified Reactor Control Unit,20,5,0,1,,9920,1,659,0.06
15308,285,Brynn's Modified Co-Processor,0,5,0,1,,14996,1,676,0.07
15310,285,Tuvan's Modified Co-Processor,0,5,0,1,,14996,1,676,0.07
15312,285,Setele's Modified Co-Processor,0,5,0,1,,14996,1,676,0.07
15314,285,Cormack's Modified Co-Processor,0,5,0,1,,14996,1,676,0.07
15316,314,Galeptos Medicine,5,1,0,1,,100,1,492,0
15317,1034,Genetically Enhanced Livestock,0,1.5,0,1,,100,1,1335,0
15318,314,Top-Secret Design Documents,1,1,0,1,,100,1,,0
15319,314,Large Special Delivery,800,1000,0,1,,100,1,,0
15320,673,Caldari Navy Moa,10100000,101000,250,1,1,0,0,,0.07
15322,668,Imperial Navy Maller,12750000,118000,280,1,4,0,0,,0.07
15323,668,Ammatar Navy Maller,12750000,118000,280,1,4,0,0,,0.07
15324,705,Republic Fleet Rupture,11500000,96000,300,1,2,0,0,,0.07
15325,678,Federation Navy Thorax,12000000,112000,265,1,8,0,0,,0
15326,674,Caldari Navy Scorpion,20500000,1040000,550,1,1,0,0,,0.07
15327,706,Republic Fleet Typhoon,19000000,920000,625,1,2,0,0,,0.07
15328,667,Imperial Navy Armageddon,20500000,1100000,600,1,4,0,0,,0.07
15329,667,Ammatar Navy Armageddon,20500000,1100000,600,1,4,0,0,,0.07
15330,680,Federation Navy Dominix,19000000,1010000,600,1,8,0,0,,0
15331,526,Metal Scraps,10000,0.01,0,1,,1000,1,20,0
15333,817,Pirate Transport Ship,96000000,960000,2300,1,1,0,0,,0
15334,817,Smuggler Freight,96000000,960000,2300,1,1,0,0,,0
15335,667,Imperial Navy Fleet Commander,20500000,1150000,675,1,4,0,0,,0.07
15336,667,Ammatar Navy Fleet Commander,20500000,1150000,675,1,4,0,0,,0.07
15337,680,Federation Navy Fleet Commander,19000000,1140000,675,1,8,0,0,,0.07
15338,674,Caldari Navy Fleet Commander,20500000,1080000,665,1,1,0,0,,0.07
15341,706,Republic Fleet Command Ship,19000000,850000,600,1,2,0,0,,0.07
15342,683,Republic Fleet Squad Leader,1100000,27289,130,1,2,0,0,,0
15343,705,Republic Fleet Raid Leader,10250000,89000,440,1,2,0,0,,0
15344,665,Imperial Navy Squad Leader,1425000,28600,135,1,4,0,0,,0
15345,677,Federation Navy Squad Leader,1250000,26500,140,1,8,0,0,,0.07
15346,671,Caldari Navy Squad Leader,1450000,16500,130,1,1,0,0,,0.07
15347,665,Ammatar Navy Squad Leader,1425000,28600,135,1,4,0,0,,0
15349,673,Caldari Navy Raid Leader,13000000,107000,485,1,1,0,0,,0
15350,668,Imperial Navy Raid Leader,12250000,115000,465,1,4,0,0,,0
15351,680,Federation Navy Raid Leader,12250000,113000,235,1,8,0,0,,0.07
15352,668,Ammatar Navy Raid Leader,12250000,115000,465,1,4,0,0,,0
15353,314,Research Tools,1,1,0,1,,100,1,20,0
15354,818,DED Scout Drone,2600500,26005,120,1,2,0,0,,0.07
15355,680,Gallentean Luxury Yacht,13075000,115000,1750,1,8,0,0,,0
15390,817,Hari Kaimo,10100000,101000,250,1,1,0,0,,0.07
15391,817,Pierre Turon,12000000,112000,265,1,8,0,0,,0
15392,818,Zack Mead,1680000,17400,90,1,1,0,0,,0.07
15393,816,Jared Kalem,19000000,19000000,120,1,2,0,0,,0.07
15394,816,Taisu Magdesh,19000000,1080000,665,1,1,0,0,,0.07
15395,337,Construction Freight,110500000,1105000,4000,1,8,0,0,,0
15396,821,General Luther Veron,21000000,1140000,675,1,8,0,0,,0.07
15397,205,Luther Veron's Modified Heat Sink,1,5,0,1,,24960,0,,0.07
15399,53,Luther Veron's Modified Dual Heavy Beam Laser,2000,20,1,1,,600000,0,,0.07
15401,53,Luther Veron's Modified Mega Beam Laser,2000,20,1,1,,1200000,0,,0.07
15403,53,Luther Veron's Modified Tachyon Beam Laser,2000,20,1,1,,1500000,0,,0.07
15405,72,Luther Veron's Modified Large EMP Smartbomb,100,50,0,1,,312496,0,,0.07
15407,77,Luther Veron's Modified Adaptive Invulnerability Field,10000,5,0,1,1,63062,0,,0.07
15408,38,Luther Veron's Modified Shield Extender,0,20,0,1,,167344,0,,0.06
15410,314,Neophite,1,0.1,0,1,,0,1,492,0
15411,667,Amarr Luxury Yacht,13075000,115000,1750,1,8,0,0,,0
15412,818,Andres Sikvatsen,1200000,19100,110,1,2,0,0,,0.07
15413,821,Commander Terachi TashMurkon,17500000,1150000,675,1,4,0,0,,0.07
15414,821,Warlord Shaqil Dragat,21000000,850000,600,1,2,0,0,,0.07
15415,821,Fleet Commander Naiyon Tai,21000000,1080000,665,1,1,0,0,,0.07
15416,302,Naiyon's Modified Magnetic Field Stabilizer,0,5,0,1,,24994,1,648,0.07
15418,77,Naiyon's Modified Adaptive Invulnerability Field,10000,5,0,1,1,63062,0,,0.07
15419,65,Naiyon's Modified Stasis Webifier,0,5,0,1,,22488,0,,0.07
15421,74,Naiyon's Modified 425mm Railgun,2000,20,1,1,,1500000,0,,0.07
15423,74,Naiyon's Modified 350mm Railgun,2000,20,2,1,,1000000,0,,0.07
15425,285,Naiyon's Modified Co-Processor,0,5,0,1,,14996,0,,0.07
15427,53,Makur's Modified Dual Heavy Beam Laser,2000,20,1,1,,600000,0,,0.07
15429,53,Makur's Modified Mega Beam Laser,2000,20,1,1,,1200000,0,,0.07
15431,52,Makur's Modified Warp Disruptor,0,5,0,1,,39424,0,1935,0.07
15433,52,Makur's Modified Warp Scrambler,0,5,0,1,,39424,0,1936,0.07
15435,205,Makur's Modified Heat Sink,1,5,0,1,,24960,0,,0.07
15437,767,Makur's Modified Capacitor Power Relay,20,5,0,1,,9744,1,667,0.06
15439,766,Makur's Modified Power Diagnostic System,20,5,0,1,,9920,0,,0.06
15443,55,Shaqil's Modified 1200mm Artillery Cannon,750,20,1,1,,1200000,0,,0.07
15445,55,Shaqil's Modified 1400mm Howitzer Artillery,1500,20,0.5,1,,1500000,0,,0.07
15447,59,Shaqil's Modified Gyrostabilizer,0,5,0,1,,24320,1,646,0.07
15449,506,Shaqil's Modified Cruise Missile Launcher,0,20,1.65,1,,99996,0,,0.07
15451,68,Shaqil's Modified Heavy Nosferatu,1000,5,0,1,,987600,1,694,0.07
15453,326,Shaqil's Modified Energized Thermic Membrane,1,5,0,1,,75000,1,1683,0.07
15455,326,Shaqil's Modified Energized Adaptive Nano Membrane,1,5,0,1,,100000,1,1686,0.07
15457,303,Standard X-Instinct Booster,1,1,0,1,,32768,1,977,0
15458,303,Improved X-Instinct Booster,1,1,0,1,,32768,1,977,0
15459,303,Strong X-Instinct Booster,1,1,0,1,,32768,1,977,0
15460,303,Standard Frentix Booster,1,1,0,1,,32768,1,977,0
15461,303,Improved Frentix Booster,1,1,0,1,,32768,1,977,0
15462,303,Strong Frentix Booster,1,1,0,1,,32768,1,977,0
15463,303,Standard Mindflood Booster,1,1,0,1,,32768,1,977,0
15464,303,Improved Mindflood Booster,1,1,0,1,,32768,1,977,0
15465,303,Strong Mindflood Booster,1,1,0,1,,32768,1,977,0
15466,303,Standard Drop Booster,1,1,0,1,,32768,1,977,0
15477,303,Improved Drop Booster,1,1,0,1,,32768,1,977,0
15478,303,Strong Drop Booster,1,1,0,1,,32768,1,977,0
15479,303,Standard Exile Booster,1,1,0,1,,32768,1,977,0
15480,303,Improved Exile Booster,1,1,0,1,,32768,1,977,0
15508,100,Vespa I,5000,10,0,1,1,17310,1,838,0.07
15509,176,Vespa I Blueprint,0,0.01,0,1,,1600000,1,1532,0
15510,100,Valkyrie I,5000,10,0,1,2,16392,1,838,0.07
15511,176,Valkyrie I Blueprint,0,0.01,0,1,,1500000,1,1532,0
15577,665,Imperial Navy Elite Soldier,1265000,18100,235,1,4,0,0,,0.07
15578,665,Ammatar Navy Elite Soldier,1265000,18100,235,1,4,0,0,,0.07
15579,671,Caldari Navy Elite Soldier,1680000,17400,90,1,1,0,0,,0.07
15580,677,Federation Navy Elite Soldier,2040000,20400,200,1,8,0,0,,0.07
15581,683,Republic Fleet Elite Soldier,1200000,12000,80,1,2,0,0,,0.07
15582,817,Captain Yeni Sarum,12250000,115000,465,1,4,0,0,,0
15583,817,Captain Jerek Zuomi,12250000,115000,465,1,4,0,0,,0
15584,817,Captain Mizuma Gomi,13000000,107000,485,1,1,0,0,,0
15585,817,Captain Jerome Leman,12250000,113000,235,1,8,0,0,,0.07
15586,817,Captain Kali Midez,10250000,89000,440,1,2,0,0,,0
15587,409,Federation Navy Midshipman Insignia I,0.1,0.1,0,1,8,4500,1,734,0
15588,409,Federation Navy Midshipman Insignia II,0.1,0.1,0,1,8,8000,1,734,0
15589,409,Federation Navy Midshipman Insignia III,0.1,0.1,0,1,8,15000,1,734,0
15590,409,Federation Navy Sergeant Insignia I,0.1,0.1,0,1,8,20000,1,734,0
15591,409,Federation Navy Sergeant Major Insignia I,0.1,0.1,0,1,8,30000,1,734,0
15592,409,Federation Navy Fleet Captain Insignia I,0.1,0.1,0,1,8,60000,1,734,0
15593,409,Federation Navy Fleet Major Insignia I,0.1,0.1,0,1,8,100000,1,734,0
15594,409,Federation Navy Fleet Colonel Insignia I,0.1,0.1,0,1,8,500000,1,734,0
15596,409,Caldari Navy Midshipman Insignia I,0.1,0.1,0,1,8,4500,1,732,0
15597,409,Caldari Navy Midshipman Insignia II,0.1,0.1,0,1,8,8000,1,732,0
15598,409,Caldari Navy Midshipman Insignia III,0.1,0.1,0,1,8,15000,1,732,0
15599,409,Caldari Navy Captain Insignia I,0.1,0.1,0,1,8,20000,1,732,0
15600,409,Caldari Navy Captain Insignia II,0.1,0.1,0,1,8,25000,1,732,0
15601,409,Caldari Navy Captain Insignia III,0.1,0.1,0,1,8,30000,1,732,0
15602,409,Caldari Navy Commodore Insignia I,0.1,0.1,0,1,8,60000,1,732,0
15604,409,Caldari Navy Admiral Insignia I,0.1,0.1,0,1,8,750000,1,732,0
15605,409,Caldari Navy Vice Admiral Insignia I,0.1,0.1,0,1,8,500000,1,732,0
15607,409,Imperial Navy Midshipman Insignia I,0.1,0.1,0,1,8,4500,1,730,0
15608,409,Imperial Navy Midshipman Insignia II,0.1,0.1,0,1,8,8000,1,730,0
15609,409,Imperial Navy Midshipman Insignia III,0.1,0.1,0,1,8,15000,1,730,0
15610,409,Imperial Navy Sergeant Insignia I,0.1,0.1,0,1,8,20000,1,730,0
15611,409,Imperial Navy Sergeant Major Insignia I,0.1,0.1,0,1,8,30000,1,730,0
15612,409,Imperial Navy Captain Insignia I,0.1,0.1,0,1,4,50000,1,730,0
15613,409,Imperial Navy Major Insignia I,0.1,0.1,0,1,8,60000,1,730,0
15614,409,Imperial Navy Colonel Insignia I,0.1,0.1,0,1,8,100000,1,730,0
15615,409,Imperial Navy General Insignia I,0.1,0.1,0,1,8,500000,1,730,0
15617,409,Ammatar Navy Midshipman Insignia I,0.1,0.1,0,1,8,4500,1,731,0
15618,409,Ammatar Navy Midshipman Insignia II,0.1,0.1,0,1,8,8000,1,731,0
15619,409,Ammatar Navy Midshipman Insignia III,0.1,0.1,0,1,8,15000,1,731,0
15620,409,Ammatar Navy Sergeant Insignia I,0.1,0.1,0,1,8,20000,1,731,0
15621,409,Ammatar Navy Sergeant Major Insignia I,0.1,0.1,0,1,8,30000,1,731,0
15622,409,Ammatar Navy Captain Insignia I,0.1,0.1,0,1,8,45000,1,731,0
15623,409,Ammatar Navy Major Insignia I,0.1,0.1,0,1,4,50000,1,731,0
15625,409,Republic Fleet Midshipman Insignia I,0.1,0.1,0,1,2,4500,1,736,0
15626,409,Republic Fleet Midshipman Insignia II,0.1,0.1,0,1,2,8000,1,736,0
15627,409,Republic Fleet Midshipman Insignia III,0.1,0.1,0,1,2,15000,1,736,0
15628,409,Republic Fleet Private Insignia I,0.1,0.1,0,1,2,20000,1,736,0
15629,409,Republic Fleet Private Insignia II,0.1,0.1,0,1,2,25000,1,736,0
15630,409,Republic Fleet Captain Insignia I,0.1,0.1,0,1,2,60000,1,736,0
15631,409,Republic Fleet High Captain Insignia I,0.1,0.1,0,1,2,100000,1,736,0
15632,409,Republic Fleet Commander Insignia I,0.1,0.1,0,1,2,500000,1,736,0
15634,409,Imperial Navy Squad Leader Insignia,0.1,0.1,0,1,4,50000,1,730,0
